country,carrier,region,heat_type,year,value,unit
XY,Gas,CE,IND-HH,2030,3.3,GW
XY,Gas,CE,IND-LH,2030,2.66,GW
XY,Gas,NR,IND-HH,2030,0.44,GW
XY,Gas,NR,IND-LH,2030,1.5,GW
XY,Gas,SO,IND-LH,2030,2.0,GW
XY,Hrdc,CE,IND-HH,2030,4.2,GW
XY,Hrdc,NR,IND-HH,2030,0.37,GW
XY,Hrdc,SO,IND-HH,2030,0.39,GW
XY,Hrdc,SO,IND-LH,2030,1.9,GW
XY,Oil,CE,IND-HH,2030,1.2,GW
XY,Oil,CE,IND-LH,2030,1.2,GW
XY,Oil,NR,IND-HH,2030,0.1,GW
XY,Oil,NR,IND-LH,2030,0.23,GW
XY,Oil,SO,IND-HH,2030,0.08,GW
XY,Oil,SO,IND-LH,2030,0.34,GW
YZ,Bio,CE,IND-HH,2030,2.0,GW
YZ,Bio,CE,IND-LH,2030,3.7,GW
YZ,Bio,SO,IND-HH,2030,0.35,GW
YZ,Bio,SO,IND-LH,2030,2.1,GW
YZ,Electricity,CE,IND-HH,2030,3.67,GW
YZ,Electricity,CE,IND-LH,2030,2.54,GW
YZ,Electricity,NR,IND-HH,2030,0.49,GW
YZ,Electricity,NR,IND-LH,2030,1.07,GW
YZ,Electricity,SO,IND-HH,2030,0.08,GW
YZ,Electricity,SO,IND-LH,2030,0.32,GW
YZ,Gas,CE,IND-HH,2030,3.3,GW
YZ,Gas,CE,IND-LH,2030,2.0,GW
YZ,Gas,NR,IND-HH,2030,0.44,GW
YZ,Gas,NR,IND-LH,2030,1.5,GW
YZ,Gas,SO,IND-LH,2030,2.0,GW
YZ,Hrdc,CE,IND-HH,2030,4.2,GW
YZ,Hrdc,NR,IND-HH,2030,0.37,GW
YZ,Hrdc,SO,IND-HH,2030,0.39,GW
YZ,Hrdc,SO,IND-LH,2030,1.9,GW
YZ,Oil,CE,IND-HH,2030,2.4,GW
YZ,Oil,CE,IND-LH,2030,2.4,GW
YZ,Oil,NR,IND-HH,2030,0.2,GW
YZ,Oil,NR,IND-LH,2030,0.46,GW
YZ,Oil,SO,IND-HH,2030,0.16,GW
YZ,Oil,SO,IND-LH,2030,0.68,GW
XY,Bio,CE,IND-HH,2035,2.0,GW
XY,Bio,CE,IND-LH,2035,3.7,GW
XY,Bio,SO,IND-HH,2035,0.35,GW
XY,Bio,SO,IND-LH,2035,2.1,GW
XY,Electricity,CE,IND-HH,2035,6.96,GW
XY,Electricity,CE,IND-LH,2035,0.96,GW
XY,Electricity,NR,IND-HH,2035,0.67,GW
XY,Electricity,NR,IND-LH,2035,0.26,GW
XY,Electricity,SO,IND-HH,2035,0.47,GW
XY,Electricity,SO,IND-LH,2035,0.32,GW
XY,Gas,CE,IND-HH,2035,3.3,GW
XY,Gas,CE,IND-LH,2035,2.66,GW
XY,Gas,NR,IND-HH,2035,0.44,GW
XY,Gas,NR,IND-LH,2035,1.5,GW
XY,Gas,SO,IND-LH,2035,2.0,GW
XY,Hrdc,CE,IND-HH,2035,3.49,GW
XY,Hrdc,NR,IND-HH,2035,0.31,GW
XY,Hrdc,SO,IND-HH,2035,0.33,GW
XY,Hrdc,SO,IND-LH,2035,1.59,GW
XY,Hyd,CE,IND-LH,2035,0.13,GW
XY,Oil,CE,IND-HH,2035,1.2,GW
XY,Oil,CE,IND-LH,2035,1.2,GW
XY,Oil,NR,IND-HH,2035,0.1,GW
XY,Oil,NR,IND-LH,2035,0.23,GW
XY,Oil,SO,IND-HH,2035,0.08,GW
XY,Oil,SO,IND-LH,2035,0.34,GW
YZ,Bio,CE,IND-HH,2035,2.0,GW
YZ,Bio,CE,IND-LH,2035,3.7,GW
YZ,Bio,SO,IND-HH,2035,0.35,GW
YZ,Bio,SO,IND-LH,2035,2.1,GW
YZ,Electricity,CE,IND-HH,2035,5.68,GW
YZ,Electricity,CE,IND-LH,2035,2.54,GW
YZ,Electricity,NR,IND-HH,2035,0.65,GW
YZ,Electricity,NR,IND-LH,2035,1.1,GW
YZ,Electricity,SO,IND-HH,2035,0.15,GW
YZ,Electricity,SO,IND-LH,2035,0.32,GW
YZ,Gas,CE,IND-HH,2035,3.3,GW
YZ,Gas,CE,IND-LH,2035,2.0,GW
YZ,Gas,NR,IND-HH,2035,0.44,GW
YZ,Gas,NR,IND-LH,2035,1.5,GW
YZ,Gas,SO,IND-LH,2035,2.0,GW
YZ,Hrdc,CE,IND-HH,2035,3.68,GW
YZ,Hrdc,NR,IND-HH,2035,0.31,GW
YZ,Hrdc,SO,IND-HH,2035,0.34,GW
YZ,Hrdc,SO,IND-LH,2035,1.6,GW
YZ,Oil,CE,IND-HH,2035,2.4,GW
YZ,Oil,CE,IND-LH,2035,2.4,GW
YZ,Oil,NR,IND-HH,2035,0.2,GW
YZ,Oil,NR,IND-LH,2035,0.46,GW
YZ,Oil,SO,IND-HH,2035,0.16,GW
YZ,Oil,SO,IND-LH,2035,0.68,GW
XY,Bio,CE,IND-HH,2040,2.0,GW
XY,Bio,CE,IND-LH,2040,3.7,GW
XY,Bio,SO,IND-HH,2040,0.35,GW
XY,Bio,SO,IND-LH,2040,2.1,GW
XY,Electricity,CE,IND-HH,2040,7.2,GW
XY,Electricity,CE,IND-LH,2040,0.96,GW
XY,Electricity,NR,IND-HH,2040,0.69,GW
XY,Electricity,NR,IND-LH,2040,0.83,GW
XY,Electricity,SO,IND-HH,2040,0.47,GW
XY,Electricity,SO,IND-LH,2040,0.32,GW
XY,Gas,CE,IND-HH,2040,3.3,GW
XY,Gas,CE,IND-LH,2040,2.66,GW
XY,Gas,NR,IND-HH,2040,0.44,GW
XY,Gas,NR,IND-LH,2040,1.5,GW
XY,Gas,SO,IND-LH,2040,2.0,GW
XY,Hrdc,CE,IND-HH,2040,3.49,GW
XY,Hrdc,NR,IND-HH,2040,0.31,GW
XY,Hrdc,SO,IND-HH,2040,0.33,GW
XY,Hrdc,SO,IND-LH,2040,1.59,GW
XY,Hyd,CE,IND-LH,2040,1.2,GW
XY,Hyd,NR,IND-LH,2040,0.05,GW
XY,Oil,NR,IND-HH,2040,0.05,GW
YZ,Bio,CE,IND-HH,2040,2.0,GW
YZ,Bio,CE,IND-LH,2040,3.7,GW
YZ,Bio,SO,IND-HH,2040,0.35,GW
YZ,Bio,SO,IND-LH,2040,2.1,GW
YZ,Electricity,CE,IND-HH,2040,6.35,GW
YZ,Electricity,CE,IND-LH,2040,2.54,GW
YZ,Electricity,NR,IND-HH,2040,0.72,GW
YZ,Electricity,NR,IND-LH,2040,1.1,GW
YZ,Electricity,SO,IND-HH,2040,0.23,GW
YZ,Electricity,SO,IND-LH,2040,0.32,GW
YZ,Gas,CE,IND-HH,2040,3.3,GW
YZ,Gas,CE,IND-LH,2040,2.0,GW
YZ,Gas,NR,IND-HH,2040,0.44,GW
YZ,Gas,NR,IND-LH,2040,1.5,GW
YZ,Gas,SO,IND-LH,2040,2.0,GW
YZ,Hrdc,CE,IND-HH,2040,3.68,GW
YZ,Hrdc,NR,IND-HH,2040,0.31,GW
YZ,Hrdc,SO,IND-HH,2040,0.34,GW
YZ,Hrdc,SO,IND-LH,2040,1.6,GW
YZ,Oil,CE,IND-HH,2040,2.4,GW
YZ,Oil,CE,IND-LH,2040,2.4,GW
YZ,Oil,NR,IND-HH,2040,0.2,GW
YZ,Oil,NR,IND-LH,2040,0.46,GW
YZ,Oil,SO,IND-HH,2040,0.16,GW
YZ,Oil,SO,IND-LH,2040,0.68,GW
XY,Solar,CE,IND-LH,2040,2.88,GW
XY,Solar,NR,IND-LH,2040,0.69,GW
XY,Bio,CE,IND-HH,2045,2.0,GW
XY,Bio,CE,IND-LH,2045,3.7,GW
XY,Bio,SO,IND-HH,2045,0.35,GW
XY,Bio,SO,IND-LH,2045,2.1,GW
XY,Electricity,CE,IND-HH,2045,7.45,GW
XY,Electricity,CE,IND-LH,2045,0.96,GW
XY,Electricity,NR,IND-HH,2045,0.81,GW
XY,Electricity,NR,IND-LH,2045,0.83,GW
XY,Electricity,SO,IND-HH,2045,0.54,GW
XY,Electricity,SO,IND-LH,2045,0.32,GW
XY,Gas,CE,IND-HH,2045,3.3,GW
XY,Gas,CE,IND-LH,2045,2.66,GW
XY,Gas,NR,IND-HH,2045,0.44,GW
XY,Gas,NR,IND-LH,2045,1.5,GW
XY,Gas,SO,IND-LH,2045,2.0,GW
XY,Hrdc,CE,IND-HH,2045,2.78,GW
XY,Hrdc,NR,IND-HH,2045,0.25,GW
XY,Hrdc,SO,IND-HH,2045,0.27,GW
XY,Hrdc,SO,IND-LH,2045,1.28,GW
XY,Hyd,CE,IND-LH,2045,2.1,GW
XY,Hyd,NR,IND-LH,2045,0.65,GW
XY,Oil,NR,IND-HH,2045,0.05,GW
YZ,Bio,CE,IND-HH,2045,2.0,GW
YZ,Bio,CE,IND-LH,2045,3.7,GW
YZ,Bio,SO,IND-HH,2045,0.35,GW
YZ,Bio,SO,IND-LH,2045,2.1,GW
YZ,Electricity,CE,IND-HH,2045,7.63,GW
YZ,Electricity,CE,IND-LH,2045,3.8,GW
YZ,Electricity,NR,IND-HH,2045,0.79,GW
YZ,Electricity,NR,IND-LH,2045,1.55,GW
YZ,Electricity,SO,IND-HH,2045,0.33,GW
YZ,Electricity,SO,IND-LH,2045,0.32,GW
YZ,Gas,CE,IND-HH,2045,3.3,GW
YZ,Gas,CE,IND-LH,2045,2.0,GW
YZ,Gas,NR,IND-HH,2045,0.44,GW
YZ,Gas,NR,IND-LH,2045,1.5,GW
YZ,Gas,SO,IND-LH,2045,2.0,GW
YZ,Hrdc,CE,IND-HH,2045,3.56,GW
YZ,Hrdc,NR,IND-HH,2045,0.24,GW
YZ,Hrdc,SO,IND-HH,2045,0.31,GW
YZ,Hrdc,SO,IND-LH,2045,1.3,GW
YZ,Oil,CE,IND-HH,2045,2.4,GW
YZ,Oil,CE,IND-LH,2045,2.4,GW
YZ,Oil,NR,IND-HH,2045,0.2,GW
YZ,Oil,NR,IND-LH,2045,0.46,GW
YZ,Oil,SO,IND-HH,2045,0.16,GW
YZ,Oil,SO,IND-LH,2045,0.68,GW
XY,Solar,CE,IND-LH,2045,2.88,GW
XY,Solar,NR,IND-LH,2045,0.69,GW
XY,Bio,CE,IND-HH,2050,2.0,GW
XY,Bio,CE,IND-LH,2050,3.7,GW
XY,Bio,SO,IND-HH,2050,0.35,GW
XY,Bio,SO,IND-LH,2050,2.1,GW
XY,Electricity,CE,IND-HH,2050,7.84,GW
XY,Electricity,CE,IND-LH,2050,0.96,GW
XY,Electricity,NR,IND-HH,2050,0.85,GW
XY,Electricity,NR,IND-LH,2050,0.83,GW
XY,Electricity,SO,IND-HH,2050,0.57,GW
XY,Electricity,SO,IND-LH,2050,0.7,GW
XY,Gas,CE,IND-HH,2050,3.3,GW
XY,Gas,CE,IND-LH,2050,2.66,GW
XY,Gas,NR,IND-HH,2050,0.44,GW
XY,Gas,NR,IND-LH,2050,1.5,GW
XY,Gas,SO,IND-LH,2050,2.0,GW
XY,Hrdc,CE,IND-HH,2050,2.78,GW
XY,Hrdc,NR,IND-HH,2050,0.25,GW
XY,Hrdc,SO,IND-HH,2050,0.27,GW
XY,Hrdc,SO,IND-LH,2050,1.28,GW
XY,Hyd,CE,IND-LH,2050,2.43,GW
XY,Hyd,NR,IND-LH,2050,1.25,GW
XY,Oil,NR,IND-HH,2050,0.05,GW
YZ,Bio,CE,IND-HH,2050,2.0,GW
YZ,Bio,CE,IND-LH,2050,3.7,GW
YZ,Bio,SO,IND-HH,2050,0.35,GW
YZ,Bio,SO,IND-LH,2050,2.1,GW
YZ,Electricity,CE,IND-HH,2050,7.7,GW
YZ,Electricity,CE,IND-LH,2050,3.8,GW
YZ,Electricity,NR,IND-HH,2050,0.81,GW
YZ,Electricity,NR,IND-LH,2050,1.55,GW
YZ,Electricity,SO,IND-HH,2050,0.34,GW
YZ,Electricity,SO,IND-LH,2050,0.32,GW
YZ,Gas,CE,IND-HH,2050,3.3,GW
YZ,Gas,CE,IND-LH,2050,2.0,GW
YZ,Gas,NR,IND-HH,2050,0.44,GW
YZ,Gas,NR,IND-LH,2050,1.5,GW
YZ,Gas,SO,IND-LH,2050,2.0,GW
YZ,Hrdc,CE,IND-HH,2050,3.56,GW
YZ,Hrdc,NR,IND-HH,2050,0.24,GW
YZ,Hrdc,SO,IND-HH,2050,0.31,GW
YZ,Hrdc,SO,IND-LH,2050,1.3,GW
YZ,Oil,CE,IND-HH,2050,2.4,GW
YZ,Oil,CE,IND-LH,2050,2.4,GW
YZ,Oil,NR,IND-HH,2050,0.2,GW
YZ,Oil,NR,IND-LH,2050,0.46,GW
YZ,Oil,SO,IND-HH,2050,0.16,GW
YZ,Oil,SO,IND-LH,2050,0.68,GW
XY,Solar,CE,IND-LH,2050,2.88,GW
XY,Solar,NR,IND-LH,2050,0.69,GW
