snapshot,country,status,value,unit
2050-12-10 18:00:00,XY,powerFlow,0.0,MW
2050-12-11 19:00:00,XY,powerFlow,0.0,MW
2050-12-12 20:00:00,XY,powerFlow,0.0,MW
2050-12-13 21:00:00,XY,powerFlow,0.0,MW
2050-12-14 22:00:00,XY,powerFlow,0.0,MW
2050-12-15 23:00:00,XY,powerFlow,0.0,MW
2050-12-17 00:00:00,XY,powerFlow,0.0,MW
2050-12-18 01:00:00,XY,powerFlow,0.0,MW
2050-12-19 02:00:00,XY,powerFlow,0.0,MW
2050-12-20 03:00:00,XY,powerFlow,0.0,MW
2050-12-21 04:00:00,XY,powerFlow,0.0,MW
2050-12-22 05:00:00,XY,powerFlow,0.0,MW
2050-12-23 06:00:00,XY,powerFlow,0.0,MW
2050-12-24 07:00:00,XY,powerFlow,0.0,MW
2050-12-25 08:00:00,XY,powerFlow,0.0,MW
2050-12-26 09:00:00,XY,powerFlow,0.0,MW
2050-12-27 10:00:00,XY,powerFlow,0.0,MW
2050-12-28 11:00:00,XY,powerFlow,0.0,MW
2050-12-29 12:00:00,XY,powerFlow,0.0,MW
2050-12-30 13:00:00,XY,powerFlow,0.0,MW
2050-12-31 14:00:00,XY,powerFlow,0.0,MW
2051-01-01 15:00:00,XY,powerFlow,0.0,MW
2050-01-01 00:00:00,XY,stateOfCharge,0.0,MW
2050-01-02 01:00:00,XY,stateOfCharge,0.0,MW
2050-01-03 02:00:00,XY,stateOfCharge,0.0,MW
2050-01-04 03:00:00,XY,stateOfCharge,0.0,MW
2050-01-05 04:00:00,XY,stateOfCharge,0.0,MW
2050-01-06 05:00:00,XY,stateOfCharge,0.0,MW
2050-01-07 06:00:00,XY,stateOfCharge,0.0,MW
2050-01-08 07:00:00,XY,stateOfCharge,0.0,MW
2050-01-09 08:00:00,XY,stateOfCharge,0.0,MW
2050-01-10 09:00:00,XY,stateOfCharge,0.0,MW
2050-01-11 10:00:00,XY,stateOfCharge,0.0,MW
2050-01-12 11:00:00,XY,stateOfCharge,0.0,MW
2050-01-13 12:00:00,XY,stateOfCharge,0.0,MW
2050-01-14 13:00:00,XY,stateOfCharge,0.0,MW
2050-01-15 14:00:00,XY,stateOfCharge,0.0,MW
2050-01-16 15:00:00,XY,stateOfCharge,0.0,MW
2050-01-17 16:00:00,XY,stateOfCharge,0.0,MW
2050-01-18 17:00:00,XY,stateOfCharge,0.0,MW
2050-01-19 18:00:00,XY,stateOfCharge,0.0,MW
2050-01-20 19:00:00,XY,stateOfCharge,0.0,MW
2050-01-21 20:00:00,XY,stateOfCharge,0.0,MW
2050-01-22 21:00:00,XY,stateOfCharge,0.0,MW
2050-01-23 22:00:00,XY,stateOfCharge,0.0,MW
2050-01-24 23:00:00,XY,stateOfCharge,0.0,MW
2050-01-26 00:00:00,XY,stateOfCharge,0.0,MW
2050-01-27 01:00:00,XY,stateOfCharge,0.0,MW
2050-01-28 02:00:00,XY,stateOfCharge,0.0,MW
2050-01-29 03:00:00,XY,stateOfCharge,0.0,MW
2050-01-30 04:00:00,XY,stateOfCharge,0.0,MW
2050-01-31 05:00:00,XY,stateOfCharge,0.0,MW
2050-02-01 06:00:00,XY,stateOfCharge,0.0,MW
2050-02-02 07:00:00,XY,stateOfCharge,0.0,MW
2050-02-03 08:00:00,XY,stateOfCharge,0.0,MW
2050-02-04 09:00:00,XY,stateOfCharge,0.0,MW
2050-02-05 10:00:00,XY,stateOfCharge,0.0,MW
2050-02-06 11:00:00,XY,stateOfCharge,0.0,MW
2050-02-07 12:00:00,XY,stateOfCharge,0.0,MW
2050-02-08 13:00:00,XY,stateOfCharge,0.0,MW
2050-02-09 14:00:00,XY,stateOfCharge,0.0,MW
2050-02-10 15:00:00,XY,stateOfCharge,0.0,MW
2050-02-11 16:00:00,XY,stateOfCharge,0.0,MW
2050-02-12 17:00:00,XY,stateOfCharge,0.0,MW
2050-02-13 18:00:00,XY,stateOfCharge,0.0,MW
2050-02-14 19:00:00,XY,stateOfCharge,0.0,MW
2050-02-15 20:00:00,XY,stateOfCharge,0.0,MW
2050-02-16 21:00:00,XY,stateOfCharge,0.0,MW
2050-02-17 22:00:00,XY,stateOfCharge,0.0,MW
2050-02-18 23:00:00,XY,stateOfCharge,0.0,MW
2050-02-20 00:00:00,XY,stateOfCharge,0.0,MW
2050-02-21 01:00:00,XY,stateOfCharge,0.0,MW
2050-02-22 02:00:00,XY,stateOfCharge,0.0,MW
2050-02-23 03:00:00,XY,stateOfCharge,0.0,MW
2050-02-24 04:00:00,XY,stateOfCharge,0.0,MW
2050-02-25 05:00:00,XY,stateOfCharge,0.0,MW
2050-02-26 06:00:00,XY,stateOfCharge,0.0,MW
2050-02-27 07:00:00,XY,stateOfCharge,0.0,MW
2050-02-28 08:00:00,XY,stateOfCharge,0.0,MW
2050-03-01 09:00:00,XY,stateOfCharge,0.0,MW
2050-03-02 10:00:00,XY,stateOfCharge,0.0,MW
2050-03-03 11:00:00,XY,stateOfCharge,0.0,MW
2050-03-04 12:00:00,XY,stateOfCharge,0.0,MW
2050-03-05 13:00:00,XY,stateOfCharge,0.0,MW
2050-03-06 14:00:00,XY,stateOfCharge,0.0,MW
2050-03-07 15:00:00,XY,stateOfCharge,0.0,MW
2050-03-08 16:00:00,XY,stateOfCharge,0.0,MW
2050-03-09 17:00:00,XY,stateOfCharge,0.0,MW
2050-03-10 18:00:00,XY,stateOfCharge,0.0,MW
2050-03-11 19:00:00,XY,stateOfCharge,0.0,MW
2050-03-12 20:00:00,XY,stateOfCharge,0.0,MW
2050-03-13 21:00:00,XY,stateOfCharge,0.0,MW
2050-03-14 22:00:00,XY,stateOfCharge,0.0,MW
2050-03-15 23:00:00,XY,stateOfCharge,0.0,MW
2050-03-17 00:00:00,XY,stateOfCharge,0.0,MW
2050-03-18 01:00:00,XY,stateOfCharge,0.0,MW
2050-03-19 02:00:00,XY,stateOfCharge,0.0,MW
2050-03-20 03:00:00,XY,stateOfCharge,0.0,MW
2050-03-21 04:00:00,XY,stateOfCharge,0.0,MW
2050-03-22 05:00:00,XY,stateOfCharge,0.0,MW
2050-03-23 06:00:00,XY,stateOfCharge,0.0,MW
2050-03-24 07:00:00,XY,stateOfCharge,0.0,MW
2050-03-25 08:00:00,XY,stateOfCharge,0.0,MW
2050-03-26 09:00:00,XY,stateOfCharge,0.0,MW
2050-03-27 10:00:00,XY,stateOfCharge,0.0,MW
2050-03-28 11:00:00,XY,stateOfCharge,0.0,MW
2050-03-29 12:00:00,XY,stateOfCharge,0.0,MW
2050-03-30 13:00:00,XY,stateOfCharge,0.0,MW
2050-03-31 14:00:00,XY,stateOfCharge,0.0,MW
2050-04-01 15:00:00,XY,stateOfCharge,0.0,MW
2050-04-02 16:00:00,XY,stateOfCharge,0.0,MW
2050-04-03 17:00:00,XY,stateOfCharge,0.0,MW
2050-04-04 18:00:00,XY,stateOfCharge,0.0,MW
2050-04-05 19:00:00,XY,stateOfCharge,0.0,MW
2050-04-06 20:00:00,XY,stateOfCharge,0.0,MW
2050-04-07 21:00:00,XY,stateOfCharge,0.0,MW
2050-04-08 22:00:00,XY,stateOfCharge,0.0,MW
2050-04-09 23:00:00,XY,stateOfCharge,0.0,MW
2050-04-11 00:00:00,XY,stateOfCharge,0.0,MW
2050-04-12 01:00:00,XY,stateOfCharge,0.0,MW
2050-04-13 02:00:00,XY,stateOfCharge,0.0,MW
2050-04-14 03:00:00,XY,stateOfCharge,0.0,MW
2050-04-15 04:00:00,XY,stateOfCharge,0.0,MW
2050-04-16 05:00:00,XY,stateOfCharge,0.0,MW
2050-04-17 06:00:00,XY,stateOfCharge,0.0,MW
2050-04-18 07:00:00,XY,stateOfCharge,0.0,MW
2050-04-19 08:00:00,XY,stateOfCharge,0.0,MW
2050-04-20 09:00:00,XY,stateOfCharge,0.0,MW
2050-04-21 10:00:00,XY,stateOfCharge,0.0,MW
2050-04-22 11:00:00,XY,stateOfCharge,0.0,MW
2050-04-23 12:00:00,XY,stateOfCharge,0.0,MW
2050-04-24 13:00:00,XY,stateOfCharge,0.0,MW
2050-04-25 14:00:00,XY,stateOfCharge,0.0,MW
2050-04-26 15:00:00,XY,stateOfCharge,0.0,MW
2050-04-27 16:00:00,XY,stateOfCharge,0.0,MW
2050-04-28 17:00:00,XY,stateOfCharge,0.0,MW
2050-04-29 18:00:00,XY,stateOfCharge,0.0,MW
2050-04-30 19:00:00,XY,stateOfCharge,0.0,MW
2050-05-01 20:00:00,XY,stateOfCharge,0.0,MW
2050-05-02 21:00:00,XY,stateOfCharge,0.0,MW
2050-05-03 22:00:00,XY,stateOfCharge,0.0,MW
2050-05-04 23:00:00,XY,stateOfCharge,0.0,MW
2050-05-06 00:00:00,XY,stateOfCharge,0.0,MW
